開催日,格,レース名,競馬場,距離,馬名,父,母,母父,馬主,生産牧場,セリ結果,写真URL
2026/03/28,,3歳未勝利,阪神,ダ1200m,ゴールドヴィーナス,ドレフォン,グラニーズチップス,ハーツクライ,ゴールドレーシング,前谷牧場,"1,980万円（北海道セレクションセール）",
2026/03/28,,3歳未勝利,中山,芝1600m,ナハトナナレオン,モーリス,メモリーズ,ディープインパクト,ナハト,グランド牧場,"2,310万円（ＪＲＡブリーズアップセール）",
2026/03/28,,3歳未勝利,中京,芝2200m,マイバレンタイン,キズナ,キトゥンズクイーン,Kitten's Joy,ノースヒルズ,ノースヒルズ,,
2026/03/28,,3歳未勝利,中京,芝1600m,ラプランセス,エピファネイア,レジーナドーロ,キングカメハメハ,Ｇ１レーシング,追分ファーム,,
2026/03/28,,3歳未勝利,阪神,芝1600m,ラヴリーティアラ,サトノクラウン,ラヴアンドドラゴン,ディープインパクト,窪田　芳郎,ノーザンファーム,,
2026/03/28,,3歳未勝利,阪神,ダ1800m,レイサンソク,シスキン,ミラグロッサ,フジキセキ,岡　浩二,サンデーヒルズ,,
2026/03/28,,3歳未勝利,阪神,ダ1200m,レッドレベンディス,クリソベリル,レッドシャーロット,ロードカナロア,東京ホースレーシング,吉田ファーム,,
2026/03/28,,3歳未勝利,阪神,ダ1800m,ロードアマルフィ,ルヴァンスレーヴ,アルセナーレ,クロフネ,ロードホースクラブ,ケイアイファーム,,
2026/03/28,,4歳上1勝クラス,中山,ダ1800m,タマモカンパネラ,ナダル,タマモボレロ,ハーツクライ,タマモ,前田牧場,,
2026/03/28,,4歳上1勝クラス,中京,芝2000m,ダノンカゼルタ,サートゥルナーリア,カゼルタ,ハービンジャー,ダノックス,ノーザンファーム,"15,400万円（セレクトセール）",
2026/03/28,,4歳上2勝クラス,中山,ダ1800m,サムシャイン,ルヴァンスレーヴ,ハルマッタン,マンハッタンカフェ,伊藤　和宏,社台コーポレーション白老ファーム,"3,520万円（セレクトセール）",
2026/03/28,,ターフオーソリティーオブインディア賞（4歳以上2勝クラス）,中京,芝2200m,ディーガレジェンド,モーリス,ジプシーハイウェイ,High Chaparral,東豊物産,社台ファーム,"5,940万円（セレクトセール）",
2026/03/28,,マレーシアカップ（4歳以上3勝クラス）,中京,芝1600m,ルージュソリテール,ロードカナロア,レッドオルガ,ディープインパクト,東京ホースレーシング,ノーザンファーム,,
2026/03/28,,ロイヤルバンコクスポーツクラブ賞（4歳以上1勝クラス）,中京,ダ1900m,ディズレーリ,エピファネイア,レディシビル,Siyouni,社台レースホース,社台ファーム,,
2026/03/28,OP,三木ホースランドパークジャンプステークス,阪神,障3140m,ホウオウプロサンゲ,キズナ,セルキス,Monsun,小笹　芳央,ノーザンファーム,"45,100万円（セレクトセール）",
2026/03/28,,君子蘭賞（3歳1勝クラス）,阪神,芝1800m,アンジュドジョワ,キタサンブラック,ピースエンジェル,Dark Angel,社台レースホース,社台コーポレーション白老ファーム,,
2026/03/28,G2,日経賞,中山,芝2500m,マイユニバース,レイデオロ,チャーチクワイア,ネオユニヴァース,寺田　寿男,ノーザンファーム,"9,020万円（セレクトセール）",
2026/03/28,G3,毎日杯,阪神,芝1800m,アルトラムス,イスラボニータ,デジマノハナ,スクリーンヒーロー,社台レースホース,社台ファーム,,
2026/03/29,,3歳1勝クラス,中山,ダ1200m,コックピットサイト,ドレフォン,ベラポーサ,Tapit,山田　弘,追分ファーム,"2,860万円（北海道セレクションセール）",
2026/03/29,,3歳未勝利,中京,芝2000m,エンジョイドアスク,エピファネイア,マキシマムドパリ,キングカメハメハ,廣崎利洋ＨＤ,社台ファーム,"9,900万円（セレクトセール）",
2026/03/29,,3歳未勝利,中山,ダ1800m,クイーンズホリデー,オルフェーヴル,タイキオードリー,キングカメハメハ,鈴木　剛史,下河辺牧場,,
2026/03/29,,3歳未勝利,中山,ダ1800m,ジェネラスキング,ルーラーシップ,ピュリティゴールド,ゴールドアリュール,Ｇ１レーシング,社台コーポレーション白老ファーム,,
2026/03/29,,3歳未勝利,阪神,ダ2000m,ミスターエメラルド,ドレフォン,エイシンシラユキ,クロフネ,ＫＨレーシング,大北牧場,,
2026/03/29,,3歳未勝利,中京,ダ1400m,ルビドゥソレイユ,ドレフォン,スリジエ,ダイワメジャー,ラ・メール,ノーザンファーム,,
2026/03/29,,3歳未勝利,阪神,ダ1800m,ロイスター,キズナ,マドルガーダ,タートルボウル,ノースヒルズ,ノースヒルズ,,
2026/03/29,,4歳上1勝クラス,中京,芝1600m,アンダーザライト,サートゥルナーリア,オリエンタルリリー,ダイワメジャー,大塚　亮一,辻　牧場,"6,380万円（セレクトセール）",
2026/03/29,L,六甲ステークス,阪神,芝1600m,ベラジオボンド,ロードカナロア,ダンサーデスティネイション,Dubai Destination,ベラジオレーシング,社台ファーム,"11,000万円（千葉サラブレッドセール）",
2026/03/29,,四国新聞杯（4歳以上2勝クラス）,阪神,芝2000m,エコテーラー,スワーヴリチャード,ジョウノカーラ,Dylan Thomas,中西　浩一,ヴェルサイユファーム,,
2026/03/29,,大寒桜賞（3歳1勝クラス）,中京,芝2200m,テルヒコウ,コントレイル,ミッシングリンク,ヴィクトワールピサ,小田　吉男,天羽　禮治,,
2026/03/29,,御堂筋ステークス（4歳以上3勝クラス）,阪神,芝2400m,ギャンブルルーム,キズナ,シャンデリアハウス,ヴァーミリアン,サンデーレーシング,ノーザンファーム,,
2026/03/29,,鈴鹿特別（4歳以上2勝クラス）,中京,ダ1400m,コーラルクラウン,サートゥルナーリア,モルジアナ,Dubawi,シルクレーシング,ノーザンファーム,,
2026/03/29,G1,高松宮記念,中京,芝1200m,サトノレーヴ,ロードカナロア,チリエージェ,サクラバクシンオー,里見　治,白井牧場,"5,832万円（セレクトセール）",https://lh3.googleusercontent.com/d/1G-gprDb4wNbJHS5fyn_mj90_mUVntGmY=w1000
2026/04/04,,3歳未勝利,中山,ダ1800m,アビヤント,モーリス,スパイクナード,ハーツクライ,ノースヒルズ,ノースヒルズ,,
2026/04/04,,3歳未勝利,中山,ダ1200m,カンレイスター,シスキン,ナスノカツラ,ヴィクトワールピサ,那須野牧場,那須野,,
2026/04/04,,3歳未勝利,阪神,芝1800m,ラヴィニール,キズナ,シンプリーラヴィシング,Laoban,サンデーレーシング,ノーザンファーム,,
2026/04/04,,4歳上1勝クラス,中山,ダ1800m,ロードソルスティス,サートゥルナーリア,ブリュネット,ダイワメジャー,ロードホースクラブ,ケイアイファーム,,
2026/04/04,,アザレア賞（3歳1勝クラス）,阪神,芝2400m,ブラックオリンピア,キタサンブラック,ピノ,Pierro,サンデーレーシング,ノーザンファーム,,
2026/04/04,G3,チャーチルダウンズカップ,阪神,芝1600m,アスクイキゴミ,ロードカナロア,インピード,Bated Breath,廣崎利洋ＨＤ,ノーザンファーム,"9,460万円（セレクトセール）",
2026/04/05,,3歳1勝クラス,阪神,ダ1800m,シルバーレシオ,ルヴァンスレーヴ,シルバーポジー,クロフネ,サンデーレーシング,ノーザンファーム,,
2026/04/05,,3歳1勝クラス,中山,ダ1800m,テンカムテキ,ナダル,スズカグラーテ,サウスヴィグラス,ヒダカ・ブリーダーズ・ユニオン,辻　牧場,,
2026/04/05,,3歳未勝利,阪神,芝2400m,カモンメーン,エピファネイア,ホームカミングクイーン,Holy Roman Emperor,藤田　晋,ノーザンファーム,"17,600万円（セレクトセール）",
2026/04/05,,3歳未勝利,阪神,ダ1400m,ジーティーアリア,コントレイル,ヴァラディヤ,Siyouni,田畑　利彦,吉田ファーム,"6,380万円（セレクトセール）",
2026/04/05,,3歳未勝利,中山,ダ1800m,ミスターキャンベラ,クリソベリル,ミトス,エンパイアメーカー,ライフエンタープライズ,中神牧場,"1,155万円（北海道サマーセール）",
2026/04/05,,4歳上2勝クラス,阪神,ダ1800m,マテンロウブレイブ,ナダル,プリモンディアル,ディープインパクト,寺田　千代乃,ノーザンファーム,,
2026/04/05,,4歳上2勝クラス,阪神,芝1800m,モアリジット,ロードカナロア,インフレキシビリティ,Scat Daddy,社台レースホース,社台コーポレーション白老ファーム,,
2026/04/05,,4歳上2勝クラス,中山,芝1600m,リバーバレイト,キタサンブラック,リリーバレロ,ロードカナロア,キャロットファーム,ノーザンファーム,,
2026/04/05,,アリエスステークス（4歳以上3勝クラス）,中山,ダ1800m,メリークリスマス,ルヴァンスレーヴ,ローゼクヴァルツ,スペシャルウィーク,保坂　和孝,ヒダカフアーム,,
2026/04/05,G1,大阪杯,阪神,芝2000m,クロワデュノール,キタサンブラック,ライジングクロス,Cape Cross,サンデーレーシング,ノーザンファーム,,https://lh3.googleusercontent.com/d/1H_3zO_A5_dtObHYTqwVOujQh5FAWH29u=w1000
2026/04/05,,心斎橋ステークス（4歳以上3勝クラス）,阪神,芝1400m,ミトノオルフェ,オルフェーヴル,インヴィンシブルタッチ,Invincible Spirit,ロイヤルパーク,田中　裕之,"2,420万円（北海道サマーセール）",
2026/04/11,,3歳1勝クラス,阪神,ダ1800m,チュウワカーネギー,モーリス,デックドアウト,Street Boss,中西　忍,レイクヴィラファーム,"3,410万円（セレクトセール）",
2026/04/11,,3歳未勝利,阪神,ダ1800m,イルカンダ,クリソベリル,エルクイーン,Tiznow,土田　重実,土田農場,,
2026/04/11,,3歳未勝利,阪神,ダ1800m,ジュンドラドラ,モーリス,アンセラン,ドゥラメンテ,河合　純二,ノーザンファーム,"6,600万円（セレクトセール）",
2026/04/11,,3歳未勝利,中山,芝2000m,ピエスユニーク,エピファネイア,ジュエラー,ヴィクトワールピサ,社台レースホース,社台ファーム,,
2026/04/11,,4歳上1勝クラス,福島,ダ1150m,ヒラボクカレラ,モーリス,ヒラボクロマンス,アグネスデジタル,平田牧場,辻　牧場,,
2026/04/11,,4歳上1勝クラス,福島,芝1200m,ライツユーアップ,スワーヴリチャード,チェアユーアップ,エアジハード,ノルマンディーサラブレッドレーシング,岡田スタツド,,
2026/04/11,,4歳上2勝クラス,阪神,ダ1200m,ゼンノツキヨミ,ロードカナロア,クーファディーヴァ,Frankel,大迫　久美子,村上　欽哉,,
2026/04/11,G2,サンケイスポーツ杯阪神牝馬ステークス,阪神,芝1600m,エンブロイダリー,アドマイヤマーズ,ロッテンマイヤー,クロフネ,シルクレーシング,ノーザンファーム,,
2026/04/11,,山藤賞（3歳1勝クラス）,中山,芝2000m,チャリングクロス,キタサンブラック,ライジングクロス,Cape Cross,サンデーレーシング,坂東牧場,,
2026/04/11,,明石特別（4歳以上2勝クラス）,阪神,芝2400m,ファームツエンティ,キズナ,ダノンエレガント,ブライアンズタイム,ウエストヒルズ,千代田牧場,"3,850万円（セレクトセール）",
2026/04/12,,3歳未勝利,福島,ダ1700m,エアトベーレ,レイデオロ,マウレア,ディープインパクト,落合　幸弘,下河辺牧場,,
2026/04/12,,3歳未勝利,福島,芝1200m,ツルノマイハシ,モーリス,ブリッツアウェイ,ディープインパクト,小林　善一,社台ファーム,,
2026/04/12,,3歳未勝利,阪神,芝1600m,ララファキュルテ,シスキン,ビットレート,スペシャルウィーク,フジイ興産,田中　裕之,"2,310万円（北海道セレクションセール）",
2026/04/12,,4歳上1勝クラス,阪神,ダ1800m,ソニックステップ,ドレフォン,ステップオブダンス,ゴールドアリュール,シルクレーシング,ノーザンファーム,,
2026/04/12,,4歳上1勝クラス,中山,芝1600m,ブラックジェダイト,キタサンブラック,ウェルアウェイ,Monsun,ＹＧＧホースクラブ,田端牧場,,
2026/04/12,,4歳上1勝クラス,福島,ダ1700m,レイザリオ,アドマイヤマーズ,テルアケリー,Tapit,ケイズジャパン,ノーザンファーム,"7,700万円（セレクトセール）",
2026/04/12,,4歳上1勝クラス,中山,ダ1200m,ヴィンブルレー,ナダル,グリューヴァイン,ゴールドアリュール,キャロットファーム,ノーザンファーム,,
2026/04/12,,4歳上2勝クラス,阪神,芝1600m,ジャサルディア,キズナ,ミスエルテ,Frankel,サンデーレーシング,ノーザンファーム,,
2026/04/12,,喜多方特別（4歳以上2勝クラス）,福島,ダ1150m,イマージョン,ロードカナロア,アディクティド,ディクタット,キャロットファーム,ノーザンファーム,,
2026/04/12,L,忘れな草賞,阪神,芝2000m,ジュウリョクピエロ,オルフェーヴル,ハッピーヴァリュー,ゼンノロブロイ,近藤　健介,飛野牧場,,
2026/04/12,G1,桜花賞,阪神,芝1600m,スターアニス,ドレフォン,エピセアローム,ダイワメジャー,吉田　勝己,ノーザンファーム,,https://lh3.googleusercontent.com/d/16Su-xSxotERE0qmaQW7Efh4Gmdp5qjwu=w1000
2026/04/12,L,福島民報杯,福島,芝2000m,サヴォーナ,キズナ,テイケイラピッド,スニッツェル,加藤　誠,高昭牧場,"1,650万円（セレクトセール）",
2026/04/18,,3歳1勝クラス,中山,芝1800m,ルージュボヤージュ,コントレイル,クイーンズアドヴァイス,Orpen,東京ホースレーシング,社台ファーム,,
2026/04/18,,3歳1勝クラス,阪神,ダ1800m,ロイスター,キズナ,マドルガーダ,タートルボウル,ノースヒルズ,ノースヒルズ,,
2026/04/18,,3歳未勝利,阪神,ダ1800m,アグレイビューティ,コントレイル,アレイヴィングビューティ,Mastercraftsman,Ｇ１レーシング,追分ファーム,,
2026/04/18,,3歳未勝利,中山,ダ1200m,クアロアランチ,ドレフォン,タンタラス,キングカメハメハ,サンデーレーシング,ノーザンファーム,,
2026/04/18,,3歳未勝利,阪神,芝1800m,ダノンテムズ,ダノンキングリー,ショウリュウムーン,キングカメハメハ,ダノックス,ノーザンファーム,,
2026/04/18,,3歳未勝利,阪神,ダ2000m,フィサブロス,レイデオロ,アンジュエ,アグネスタキオン,ノースヒルズ,土居牧場,,
2026/04/18,,4歳上1勝クラス,福島,芝1200m,ウィンストン,モーリス,ブルーストーン,コマンズ,ゴドルフィン,ダーレー・ジャパン・ファーム,,
2026/04/18,,4歳上1勝クラス,阪神,芝1600m,エーデルヴェーグ,サートゥルナーリア,インナーアージ,ディープインパクト,サンデーレーシング,ノーザンファーム,,
2026/04/18,,4歳上1勝クラス,中山,ダ2400m,コズミックダンサー,アドマイヤマーズ,ギエム,Medaglia d'Oro,シルクレーシング,ノーザンファーム,,
2026/04/18,G3,アンタレスステークス,阪神,ダ1800m,ムルソー,レイデオロ,ラユロット,エンパイアメーカー,長谷川　祐司,辻　牧場,,
2026/04/18,J・G1,中山グランドジャンプ,中山,障4260m,エコロデュエル,キタサンブラック,クラリネット,Giant's Causeway,原村　正紀,下河辺牧場,,https://lh3.googleusercontent.com/d/149JFo49oq83Z7371iHYsODvWcwCSSJkd=w1000
2026/04/18,,吹田特別（4歳以上2勝クラス）,阪神,ダ1400m,メイケイレイン,レイデオロ,ベルライン,ダイワメジャー,名古屋競馬,厚賀古川牧場,"3,850万円（北海道セレクションセール）",
2026/04/18,,桑折特別（4歳以上1勝クラス）,福島,芝2000m,フィオレストラーダ,エピファネイア,キャトルフィーユ,ディープインパクト,ロードホースクラブ,ケイアイファーム,,
2026/04/19,,3歳未勝利,中山,芝2000m,ウェイクフィールド,キズナ,ハーレムライン,マンハッタンカフェ,社台レースホース,社台ファーム,,
2026/04/19,,3歳未勝利,福島,芝2000m,グラスベルグ,アドマイヤマーズ,ゴールドエッセンス,キングカメハメハ,吉田　勝己,ノーザンファーム,,
2026/04/19,,3歳未勝利,中山,ダ1200m,ソニックブレイカー,モーリス,バートラムガーデン,サクラバクシンオー,ＣＨＥＶＡＬ　ＡＴＴＡＣＨＥ,下河辺牧場,,
2026/04/19,,3歳未勝利,阪神,ダ1800m,マーゴットバディ,レイデオロ,コンシダレイト,Dansili,前田　良平,笠松牧場,,
2026/04/19,,4歳上1勝クラス,福島,芝1800m,タンテドヴィーヴル,ルヴァンスレーヴ,レネットグルーヴ,キングカメハメハ,キャロットファーム,ノーザンファーム,,
2026/04/19,,4歳上1勝クラス,福島,芝2000m,ホウオウタイタン,キズナ,レネーズタイタン,Bernstein,小笹　芳央,三嶋牧場,"5,940万円（セレクトセール）",
2026/04/19,,4歳上1勝クラス,阪神,ダ1800m,レヴァンテシチー,ルヴァンスレーヴ,ビヴァレッジクイーン,Indygo Shiner,友駿ホースクラブ,野坂牧場,,
2026/04/25,,3歳未勝利,東京,ダ2100m,アイアムジャイアン,キズナ,クードメイトル,ヴィクトワールピサ,ワイズマン,谷川牧場,"4,620万円（北海道セレクションセール）",
2026/04/25,,3歳未勝利,福島,芝2000m,サルワールカミーズ,シスキン,シャクンタラー,ゼンノロブロイ,シルクレーシング,社台コーポレーション白老ファーム,,
2026/04/25,,3歳未勝利,東京,芝1800m,シニャンガ,ロードカナロア,ザズー,Tapit,サンデーレーシング,ノーザンファーム,,
2026/04/25,,3歳未勝利,京都,芝2200m,フウセン,コントレイル,フリートバーティー,Afleet Alex,ＦＡレーシング,松浦牧場,,
2026/04/25,,3歳未勝利,福島,芝2000m,ミエノストロング,シスキン,リセエンヌ,ディープインパクト,里見　美惠子,社台ファーム,"3,850万円（セレクトセール）",
2026/04/25,,3歳未勝利,東京,芝1400m,リラ,キズナ,マジックファウンテン,War Front,前田　幸大,ノースヒルズ,,
2026/04/25,,4歳上1勝クラス,福島,芝1200m,カーヌスティ,ロードカナロア,ヤマカツマリリン,グラスワンダー,嶋田　一成,岡田牧場,,
2026/04/25,,4歳上2勝クラス,東京,ダ1600m,コーカサスゴールド,ドレフォン,マリスレーン,ストリートセンス,ゴールドレーシング,川越ファーム,"1,100万円（北海道セレクションセール）",
2026/04/25,G2,テレビ東京杯青葉賞,東京,芝2400m,ゴーイントゥスカイ,コントレイル,ゴーイントゥザウィンドウ,Tapit,フィールドレーシング,千代田牧場,"3,300万円（セレクトセール）",
2026/04/25,,医王寺特別（4歳以上2勝クラス）,福島,芝1200m,ウィンストン,モーリス,ブルーストーン,コマンズ,ゴドルフィン,ダーレー・ジャパン・ファーム,,
2026/04/25,,石和特別（4歳以上2勝クラス）,東京,芝1800m,ダノンミッション,ロードカナロア,フローレスダンサー,ハービンジャー,ダノックス,社台ファーム,"28,600万円（セレクトセール）",
2026/04/25,,観月橋ステークス（4歳以上3勝クラス）,京都,ダ1800m,マイノワール,マインドユアビスケッツ,チカノワール,ハービンジャー,松島　一晃,フジワラフアーム,,
2026/04/25,,障害4歳上オープン,京都,障3170m,ホークフィールド,キズナ,カンビーナ,Hawk Wing,社台レースホース,社台ファーム,,
2026/04/26,,3歳未勝利,東京,芝2400m,イブキ,レイデオロ,ブリッジクライム,ゼンノロブロイ,Ｇリビエール・レーシング,社台ファーム,"2,530万円（セレクトセール）",
2026/04/26,,3歳未勝利,福島,芝1800m,クシマトゥルー,ドレフォン,スクラッタ,キングカメハメハ,佐々木　幸弘,社台コーポレーション白老ファーム,"2,310万円（セレクトセール）",
2026/04/26,,3歳未勝利,東京,芝1800m,ダイユウアレグロ,レイデオロ,レッドエレノア,ハーツクライ,大友　靖岐,矢野牧場,"1,210万円（北海道セレクションセール）",
2026/04/26,,3歳未勝利,京都,芝2000m,ロングホリデー,キタサンブラック,ストロベリーズ,コマンズ,竹内　真,平野牧場,"6,600万円（北海道セレクションセール）",
2026/04/26,,4歳上1勝クラス,福島,芝2600m,アスクデッドヒート,ルーラーシップ,フェイブルネージュ,ディープインパクト,廣崎利洋ＨＤ,社台コーポレーション白老ファーム,"2,970万円（セレクトセール）",
2026/04/26,,4歳上1勝クラス,東京,ダ1600m,セブンマイスター,ドレフォン,ハピネスダンサー,メイショウサムソン,前迫　義幸,ノーザンファーム,,
2026/04/26,,4歳上1勝クラス,福島,芝1200m,マキシマムドライブ,ロードカナロア,ココロノアイ,ステイゴールド,酒井牧場,酒井牧場,,
2026/04/26,,4歳上2勝クラス,東京,芝1400m,ボンヌソワレ,レイデオロ,ノッテビアンカ,Kendargent,社台レースホース,社台ファーム,,
2026/04/26,G2,読売マイラーズカップ,京都,芝1600m,アドマイヤズーム,モーリス,ダイワズーム,ハーツクライ,近藤　旬子,社台ファーム,"12,650万円（セレクトセール）",
2026/05/02,,3歳1勝クラス,京都,芝1400m,ファムマルキーズ,キタサンブラック,ダイワダッチェス,ワークフォース,吉田　照哉,社台コーポレーション白老ファーム,,
2026/05/02,,3歳1勝クラス,東京,芝1400m,フェルミアーク,サートゥルナーリア,フェルミオン,アグネスタキオン,キャロットファーム,ノーザンファーム,,
2026/05/02,,3歳未勝利,京都,芝1600m,カモメガトンダ,サートゥルナーリア,レーヌジャルダン,ディープインパクト,谷掛　龍夫,社台ファーム,"2,970万円（セレクトセール）",
2026/05/02,,3歳未勝利,京都,ダ1200m,スターフュージョン,ナダル,ピースバーグ,Sageburg,ＫＲジャパン,社台コーポレーション白老ファーム,"1,540万円（北海道オータムセール）",
2026/05/02,,3歳未勝利,東京,芝2000m,スワーヴマルス,キタサンブラック,アメージングムーン,アドマイヤムーン,ＮＩＣＫＳ,村田牧場,"20,900万円（セレクトセール）",
2026/05/02,,3歳未勝利,新潟,芝2200m,プレイザリード,キズナ,ダンスアミーガ,サクラバクシンオー,社台レースホース,社台ファーム,,
2026/05/02,,3歳未勝利,東京,ダ1600m,プレースメント,ナダル,アサクサティアラ,ディープインパクト,社台レースホース,社台コーポレーション白老ファーム,,
2026/05/02,,3歳未勝利,新潟,ダ1800m,ミアルーチェ,ルーラーシップ,アースマリン,マリエンバード,鈴木　正浩,アイオイファーム,,
2026/05/02,,3歳未勝利,東京,ダ1400m,ミヤエスケープ,モーリス,ドリームライター,Tale of the Cat,山本　益臣,グランド牧場,,
2026/05/02,,3歳未勝利,京都,芝2000m,ロードスタニング,コントレイル,エンジェルフェイス,キングカメハメハ,ロードホースクラブ,ケイアイファーム,,
2026/05/02,,4歳上1勝クラス,東京,ダ1400m,キョウエイスレーヴ,ルヴァンスレーヴ,ロマネクイーン,マイネルラヴ,田中　晴夫,上野　正恵,,
2026/05/02,,4歳上1勝クラス,京都,ダ1800m,シュドゥン,ルヴァンスレーヴ,ヌチバナ,キングカメハメハ,Ｇ１レーシング,追分ファーム,,
2026/05/02,,4歳上1勝クラス,東京,芝2000m,ノクターン,キタサンブラック,ラッドルチェンド,Danehill Dancer,シルクレーシング,ノーザンファーム,,
2026/05/02,,4歳上1勝クラス,京都,芝1600m,ミッキースターダム,エピファネイア,ベルダム,ディープインパクト,野田　みづき,ノーザンファーム,"10,120万円（セレクトセール）",
2026/05/02,,4歳上1勝クラス,京都,ダ1400m,リアルスター,ナダル,タキオンレディー,クロフネ,水谷　光太郎,宮内牧場,,
2026/05/02,,4歳上1勝クラス,新潟,ダ1800m,レッドイステル,エピファネイア,ダーヌビウス,キングカメハメハ,東京ホースレーシング,三嶋牧場,,
2026/05/02,,4歳上2勝クラス,東京,ダ1600m,ルヴァレドクール,ルヴァンスレーヴ,アルマユディト,ヨハネスブルグ,吉田　晴哉,山際牧場,,
2026/05/02,G3,ユニコーンステークス,京都,ダ1900m,シルバーレシオ,ルヴァンスレーヴ,シルバーポジー,クロフネ,サンデーレーシング,ノーザンファーム,,
2026/05/02,G2,京王杯スプリングカップ,東京,芝1400m,ワールズエンド,ロードカナロア,リラヴァティ,ゼンノロブロイ,キャロットファーム,ノーザンファーム,,
2026/05/02,,矢車賞（3歳1勝クラス）,京都,芝2200m,トリニティ,サートゥルナーリア,ヌーヴォレコルト,ハーツクライ,原　禮子,社台ファーム,,
2026/05/02,,障害4歳上未勝利,新潟,障2890m,サトノエピック,キタサンブラック,ランドオーバーシー,Bellamy Road,里見　治,社台ファーム,"9,020万円（セレクトセール）",
2026/05/03,,3歳未勝利,東京,芝1800m,オメガディコン,ポエティックフレア,ラグナグ,ハービンジャー,原　禮子,社台ファーム,"1,980万円（セレクトセール）",
2026/05/03,,3歳未勝利,東京,ダ1600m,マサッチェハマー,ダノンキングリー,アルカイクスマイル,クロフネ,浜田　幸一,梅田牧場,"2,530万円（北海道サマーセール）",
2026/05/03,,3歳未勝利,京都,芝2400m,マジョレルブルー,コントレイル,ブルーミングアレー,シンボリクリスエス,社台レースホース,社台ファーム,,
2026/05/03,,3歳未勝利,京都,ダ1900m,メイショウサッソウ,ダノンキングリー,メイショウヨソユキ,シニスターミニスター,松本　好隆,赤田牧場,,
2026/05/03,,3歳未勝利,東京,芝1600m,モントゥリエ,サートゥルナーリア,モンクール,ディープインパクト,水上　行雄,笠松牧場,,
2026/05/03,,3歳未勝利,京都,ダ1800m,レザーアンドレース,マインドユアビスケッツ,ガールズバンド,ディープインパクト,吉田　照哉,社台ファーム,,
2026/05/03,,4歳上1勝クラス,新潟,ダ1200m,タケルハーロック,ナダル,ヒシアルコル,ダイワメジャー,森　保彦,中村　雅明,,
2026/05/03,,4歳上1勝クラス,京都,芝2000m,タンテドヴィーヴル,ルヴァンスレーヴ,レネットグルーヴ,キングカメハメハ,キャロットファーム,ノーザンファーム,,
2026/05/03,,4歳上1勝クラス,新潟,芝1800m,マドモアゼルアスク,エピファネイア,ストレイトガール,フジキセキ,廣崎利洋ＨＤ,ＡＳＫ　ＳＴＵＤ,,
2026/05/03,,4歳上1勝クラス,新潟,芝1400m,メランジェ,スワーヴリチャード,ボシンシェ,Kingmambo,シルクレーシング,ノーザンファーム,,
2026/05/03,,4歳上1勝クラス,東京,ダ1600m,レッドベルダンス,レイデオロ,ダンシングラグズ,Union Rags,東京ホースレーシング,ノーザンファーム,,
2026/05/03,,4歳上2勝クラス,東京,芝1600m,ダノンエンブレム,エピファネイア,ダノングレース,ディープインパクト,ダノックス,ノーザンファーム,,
2026/05/03,L,ブリリアントステークス,東京,ダ2100m,タイトニット,キズナ,アルティメイトラブ,シンボリクリスエス,社台レースホース,社台ファーム,,
2026/05/03,,六波羅特別（4歳以上2勝クラス）,京都,ダ1800m,レヴァンテシチー,ルヴァンスレーヴ,ビヴァレッジクイーン,Indygo Shiner,友駿ホースクラブ,野坂牧場,,
2026/05/03,G1,天皇賞（春）,京都,芝3200m,クロワデュノール,キタサンブラック,ライジングクロス,Cape Cross,サンデーレーシング,ノーザンファーム,,https://lh3.googleusercontent.com/d/1cQoYiExV65tbZLri8JOIJKg_GYxzMtKv=w1000
2026/05/03,,府中ステークス（4歳以上3勝クラス）,東京,芝2000m,アスクセクシーモア,キタサンブラック,アイムオールレディセクシー,Ready's Image,廣崎利洋ＨＤ,社台ファーム,"31,900万円（セレクトセール）",
2026/05/03,,東大路ステークス（4歳以上3勝クラス）,京都,ダ1400m,ハワイアンタイム,ロードカナロア,ザマンダ,コマンズ,吉田　勝利,ダーレー・ジャパン・ファーム,,
2026/05/09,,3歳未勝利,京都,ダ1800m,ココロヅヨサ,コントレイル,ユーヴェットシー,Bodemeister,ＴＮレーシング,三嶋牧場,,
2026/05/09,,3歳未勝利,東京,芝2400m,ニシノヒノトリ,ルーラーシップ,ニシノアカツキ,オペラハウス,西山　茂行,ガーベラパークスタツド,,
2026/05/09,,3歳未勝利,新潟,ダ1200m,フレンズプラス,クリソベリル,ウィットウォーター,ヨハネスブルグ,稲場　澄,松浦牧場,935万円（北海道サマーセール）,
2026/05/09,,3歳未勝利,京都,芝2000m,マジカルアメジスト,シスキン,スペルオンミー,ダイワメジャー,サンデーレーシング,ノーザンファーム,,
2026/05/09,,4歳上1勝クラス,東京,ダ2100m,マウントバーノン,ルヴァンスレーヴ,ワシントンレガシー,クロフネ,キャロットファーム,ノーザンファーム,,
2026/05/09,,4歳上1勝クラス,京都,ダ1400m,ローマンレイク,ドレフォン,メジロオードリー,スペシャルウィーク,シルクレーシング,レイクヴィラファーム,,
2026/05/09,,4歳上2勝クラス,東京,ダ1400m,モーニングマジック,マインドユアビスケッツ,シャスターデイジー,アグネスタキオン,ノースヒルズ,ノースヒルズ,,
2026/05/09,G3,エプソムカップ,東京,芝1800m,トロヴァトーレ,レイデオロ,シャルマント,エンパイアメーカー,サンデーレーシング,ノーザンファーム,,
